noteId	participantId	createdAtMillis	timestampMillisOfFirstNonNMRStatus	firstNonNMRStatus	timestampMillisOfCurrentStatus	currentStatus	timestampMillisOfLatestNonNMRStatus	mostRecentNonNMRStatus
1529283490486812673	14177216A155E0923A846E17A4FCCB96	1653444571503	-1		-1	NEEDS_MORE_RATINGS	-1	
1529288840854347782	113B2B41A5F6F907615CBC913FDB6B8C	1653445847133	-1		-1	NEEDS_MORE_RATINGS	-1	
1529284698874081280	572DE227340A57DD28C9048B2637991E	1653444859604	-1		-1		-1	
1529288639947034624	572DE227340A57DD28C9048B2637991E	1653445799230	-1		-1		-1	
1529292633243275264	EB16E513D8C8A76A1B5B614A896DE7EE	1653446751305	-1		-1	NEEDS_MORE_RATINGS	-1	
1529288710612824065	B9DF8EB5E821E5ABEC37A32BC274388B	1653445816079	-1		-1	NEEDS_MORE_RATINGS	-1	
1529294614628380674	EB16E513D8C8A76A1B5B614A896DE7EE	1653447223706	1653505286808	CURRENTLY_RATED_HELPFUL	1653505286808	CURRENTLY_RATED_HELPFUL	1653505286808	CURRENTLY_RATED_HELPFUL
1529286044977246208	572DE227340A57DD28C9048B2637991E	1653445180541	-1		-1		-1	
1529323838990786560	20B7107839169D687581599118C8F08A	1653454191335	-1		-1	NEEDS_MORE_RATINGS	-1	
1529322996904644609	1F2003F9E656505CDDD213F084581EA6	1653453990567	1653509790224	CURRENTLY_RATED_NOT_HELPFUL	1653509790224	CURRENTLY_RATED_NOT_HELPFUL	1653509790224	CURRENTLY_RATED_NOT_HELPFUL
1529314073355100162	0D882EF540A8A2E7765296512D51AAE3	1653451863028	-1		-1		-1	
1529316859459289088	0D882EF540A8A2E7765296512D51AAE3	1653452527286	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529251847780847616	399F030EB7A317B23E340EC7BACE09D6	1653437027293	-1		-1	NEEDS_MORE_RATINGS	-1	
1529259431648559105	CD08C16BC8791D33E6EC9C8B27C91241	1653438835431	1653447386367	CURRENTLY_RATED_HELPFUL	1653447386367	CURRENTLY_RATED_HELPFUL	1653447386367	CURRENTLY_RATED_HELPFUL
1529264201578844161	306C001FB157171615E1F826F2B1DC71	1653439972668	1653497779658	CURRENTLY_RATED_HELPFUL	1653497779658	CURRENTLY_RATED_HELPFUL	1653497779658	CURRENTLY_RATED_HELPFUL
1529259065339129858	306C001FB157171615E1F826F2B1DC71	1653438748093	-1		-1	NEEDS_MORE_RATINGS	-1	
1529259281568059392	306C001FB157171615E1F826F2B1DC71	1653438799646	1653508305878	CURRENTLY_RATED_HELPFUL	1653508305878	NEEDS_MORE_RATINGS	1653508305878	CURRENTLY_RATED_HELPFUL
1529255610763599872	EE8F50AFAEB3847BACA817C043853C29	1653437924458	1654840577768	CURRENTLY_RATED_NOT_HELPFUL	1654840577768	NEEDS_MORE_RATINGS	1654840577768	CURRENTLY_RATED_NOT_HELPFUL
1529254632471646208	EE8F50AFAEB3847BACA817C043853C29	1653437691215	-1		-1		-1	
1529262083749122049	EE8F50AFAEB3847BACA817C043853C29	1653439467737	1654534574965	CURRENTLY_RATED_NOT_HELPFUL	1654534574965	NEEDS_MORE_RATINGS	1654534574965	CURRENTLY_RATED_NOT_HELPFUL
1529255727541497856	206CAE2D97906D09A4F53C568DA4B33F	1653437952301	-1		-1	NEEDS_MORE_RATINGS	-1	
1529258088984879105	E906368AB06CBB7734518C0C073B89A0	1653438515313	-1		-1	NEEDS_MORE_RATINGS	-1	
1529303705828306945	20B7107839169D687581599118C8F08A	1653449391216	1653497779658	CURRENTLY_RATED_NOT_HELPFUL	1653497779658	NEEDS_MORE_RATINGS	1653497779658	CURRENTLY_RATED_NOT_HELPFUL
1529299711965859841	0EF118ABBB35102707261003E03334B0	1653448439005	1654048590366	CURRENTLY_RATED_NOT_HELPFUL	1654048590366	NEEDS_MORE_RATINGS	1654048590366	CURRENTLY_RATED_NOT_HELPFUL
1529310590144958466	8287473C23000581E5B9AA8BA49800DB	1653451032564	-1		-1	NEEDS_MORE_RATINGS	-1	
1529308932165935104	52C1D4ED0CE8E733D5BE9FA09AA8FBAE	1653450637271	-1		-1		-1	
1529297210336235522	8C34DF5DCD45FA9AB4671AA5DADA2FBD	1653447842570	1653497779658	CURRENTLY_RATED_NOT_HELPFUL	1653497779658	NEEDS_MORE_RATINGS	1653497779658	CURRENTLY_RATED_NOT_HELPFUL
1529297160012976128	185EC70113E8949254C0FBE90A865EED	1653447830571	-1		-1	NEEDS_MORE_RATINGS	-1	
1529303786887471104	20FB19278F30C7654AAD26F68832A39F	1653449410542	1653627364154	CURRENTLY_RATED_HELPFUL	1653627364154	NEEDS_MORE_RATINGS	1653627364154	CURRENTLY_RATED_HELPFUL
1529266697693188096	7A61FACF31DABAFDA52BE7212097F385	1653440567789	-1		-1	NEEDS_MORE_RATINGS	-1	
1529276265995374593	75DD800714AEECA95ECDCAB240DC16FC	1653442849050	1664746951442	CURRENTLY_RATED_HELPFUL	1664746951442	CURRENTLY_RATED_HELPFUL	1664746951442	CURRENTLY_RATED_HELPFUL
1529266084553101312	DA4507E4409ABAABB16D1F142ADEA36B	1653440421603	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529273297254350853	B307060DE8AEB4CA4F77273A52EA67AF	1653442141246	-1		-1	NEEDS_MORE_RATINGS	-1	
1529270024770297856	7A61FACF31DABAFDA52BE7212097F385	1653441361025	-1		-1	NEEDS_MORE_RATINGS	-1	
1529272240436568065	19F310FFCE63C4A3C547C5280E011F8B	1653441889282	-1		-1	NEEDS_MORE_RATINGS	-1	
1529270919545372674	E906368AB06CBB7734518C0C073B89A0	1653441574356	-1		-1		-1	
1529269638114078720	66416F99D837353942CA36CA737EC7C6	1653441268839	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529266172419444736	20B7107839169D687581599118C8F08A	1653440442554	-1		-1		-1	
1529330953012711424	BA603266C30323DD071E7D1287E56C39	1653455887450	-1		-1	NEEDS_MORE_RATINGS	-1	
1529333214057222145	30490ABC70725338228175CA6CB6686B	1653456426527	-1		-1		-1	
1529334033800433664	30490ABC70725338228175CA6CB6686B	1653456621968	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529334630536593410	66DAEFC6A636E5E768A5DDEDEDFBBCF8	1653456764241	-1		-1		-1	
1529327618918699008	E7D7A17139E41AFDE8F4133B4A02C2E3	1653455092541	-1		-1	NEEDS_MORE_RATINGS	-1	
1529371404650659840	C7356F5471D36218DD0499AAD711687B	1653465531871	-1		-1	NEEDS_MORE_RATINGS	-1	
1529381305359577088	E94D11432EE88CA7A252926958754284	1653467892385	-1		-1		-1	
1529449812134854656	18F995D2E8A8120ECC23D6260D44A04F	1653484225673	-1		-1	NEEDS_MORE_RATINGS	-1	
1529441100330586112	ADE9B72771E8D4CB0082FAB4DB2E638B	1653482148616	1653513973772	CURRENTLY_RATED_NOT_HELPFUL	1653513973772	NEEDS_MORE_RATINGS	1653513973772	CURRENTLY_RATED_NOT_HELPFUL
1529467626132480000	D9379E4B776AAE79E194FEB9ED9A38CA	1653488472861	1653519979041	CURRENTLY_RATED_NOT_HELPFUL	1653519979041	NEEDS_MORE_RATINGS	1653519979041	CURRENTLY_RATED_NOT_HELPFUL
1529466570027720706	D9379E4B776AAE79E194FEB9ED9A38CA	1653488221066	1664298863750	CURRENTLY_RATED_NOT_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_NOT_HELPFUL
1529454793843875840	0EF118ABBB35102707261003E03334B0	1653485413405	1653526306019	CURRENTLY_RATED_NOT_HELPFUL	1653526306019	NEEDS_MORE_RATINGS	1653526306019	CURRENTLY_RATED_NOT_HELPFUL
1529422057796161536	FDA216DCFE88935ED1FCA3B1BB7FD84E	1653477608524	1653566188877	CURRENTLY_RATED_NOT_HELPFUL	1653566188877	CURRENTLY_RATED_NOT_HELPFUL	1653566188877	CURRENTLY_RATED_NOT_HELPFUL
1529436644021084160	5AEDFCBB423CD0CC1E20995D97E51DBE	1653481086150	-1		-1	NEEDS_MORE_RATINGS	-1	
1529405932517613569	60B6DB5BD3CA0AD28726800418851466	1653473763959	-1		-1	NEEDS_MORE_RATINGS	-1	
1529465597381206017	34D293A47B586B9CF29B2FFB79CF2A7D	1653487989169	-1		-1	NEEDS_MORE_RATINGS	-1	
1529465837412880386	34D293A47B586B9CF29B2FFB79CF2A7D	1653488046396	-1		-1	NEEDS_MORE_RATINGS	-1	
1529468070108049408	113B2B41A5F6F907615CBC913FDB6B8C	1653488578712	-1		-1	NEEDS_MORE_RATINGS	-1	
1529518957756944384	06C7B658C5B6735445616F768A6A8528	1653500711275	-1		-1	NEEDS_MORE_RATINGS	-1	
1529514395084238849	A7E6D72A3F14A52EA638228A39659284	1653499623448	-1		-1	NEEDS_MORE_RATINGS	-1	
1529519083980455936	785F608A49A333D59696479B96A0FE49	1653500741368	-1		-1		-1	
1529518780111527938	785F608A49A333D59696479B96A0FE49	1653500668920	1664471484378	CURRENTLY_RATED_HELPFUL	1664471484378	NEEDS_MORE_RATINGS	1664471484378	CURRENTLY_RATED_HELPFUL
1529518198172925952	785F608A49A333D59696479B96A0FE49	1653500530175	-1		-1	NEEDS_MORE_RATINGS	-1	
1529534502640312320	052E0210F49EDC219F4032831133C2C5	1653504417463	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529480917030359041	5F8983FB3A533BD6275ACCFD00A4F57A	1653491641658	1653592007480	CURRENTLY_RATED_NOT_HELPFUL	1653592007480	NEEDS_MORE_RATINGS	1653592007480	CURRENTLY_RATED_NOT_HELPFUL
1529511240766300169	18F650149F79419AE5835C8CFCBF6034	1653498871400	1664298863750	CURRENTLY_RATED_NOT_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_NOT_HELPFUL
1529510405835571200	18F650149F79419AE5835C8CFCBF6034	1653498672337	1653534133551	CURRENTLY_RATED_NOT_HELPFUL	1653534133551	CURRENTLY_RATED_NOT_HELPFUL	1653534133551	CURRENTLY_RATED_NOT_HELPFUL
1529513755905777664	47A92320BA2D062AFDDDD08D2C0431EC	1653499471056	-1		-1	NEEDS_MORE_RATINGS	-1	
1529538124958900225	FF4E6E650FA268F2BA8AB6AA73EB6360	1653505281091	1654138291476	CURRENTLY_RATED_HELPFUL	1654138291476	CURRENTLY_RATED_HELPFUL	1654138291476	CURRENTLY_RATED_HELPFUL
1529550102947323906	EE8F50AFAEB3847BACA817C043853C29	1653508136867	1653530187704	CURRENTLY_RATED_NOT_HELPFUL	1653530187704	NEEDS_MORE_RATINGS	1653530187704	CURRENTLY_RATED_NOT_HELPFUL
1529514503410524160	47A92320BA2D062AFDDDD08D2C0431EC	1653499649275	-1		-1		-1	
1529550081724063745	439D048C2BE66F2E040F0C2B91E55B83	1653508131807	-1		-1	NEEDS_MORE_RATINGS	-1	
1529488883171434496	8C34DF5DCD45FA9AB4671AA5DADA2FBD	1653493540940	-1		-1	NEEDS_MORE_RATINGS	-1	
1529491051139936256	306C001FB157171615E1F826F2B1DC71	1653494057818	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529535857228664835	8CB78B6B87BC05620765070A7A71216E	1653504740423	-1		-1		-1	
1529482480482410498	48FBA282ADC75269F09287878CFCF9E8	1653492014414	1664298863750	CURRENTLY_RATED_NOT_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_NOT_HELPFUL
1529536441918816257	716DD5D43D9B16427C6C0811F235896E	1653504879824	-1		-1	NEEDS_MORE_RATINGS	-1	
1529527682811174913	48FBA282ADC75269F09287878CFCF9E8	1653502791491	-1		-1		-1	
1529508257303343106	48FBA282ADC75269F09287878CFCF9E8	1653498160088	-1		-1	NEEDS_MORE_RATINGS	-1	
1529509719039217664	48FBA282ADC75269F09287878CFCF9E8	1653498508590	1664298863750	CURRENTLY_RATED_NOT_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_NOT_HELPFUL
1529498595371757571	48FBA282ADC75269F09287878CFCF9E8	1653495856504	-1		-1	NEEDS_MORE_RATINGS	-1	
1529503437574000738	48FBA282ADC75269F09287878CFCF9E8	1653497010974	-1		-1		-1	
1529492749577240577	48FBA282ADC75269F09287878CFCF9E8	1653494462757	-1		-1	NEEDS_MORE_RATINGS	-1	
1529496656361693184	48FBA282ADC75269F09287878CFCF9E8	1653495394208	-1		-1		-1	
1529543089135792132	113B2B41A5F6F907615CBC913FDB6B8C	1653506464645	-1		-1		-1	
1529510023780519942	17A1B3FE78642739B7A0C2B1EDD0FD49	1653498581248	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529566374028255235	48FBA282ADC75269F09287878CFCF9E8	1653512016196	-1		-1	NEEDS_MORE_RATINGS	-1	
1529557405541011459	98C9C04EE606742935F3F5DF8D548823	1653509877939	-1		-1	NEEDS_MORE_RATINGS	-1	
1529564741399625730	1EE7F244126EAA870BC8FF44A6032AC5	1653511626947	-1		-1		-1	
1529561966247047168	BA603266C30323DD071E7D1287E56C39	1653510965297	-1		-1		-1	
1529562639898398720	BA603266C30323DD071E7D1287E56C39	1653511125909	-1		-1	NEEDS_MORE_RATINGS	-1	
1529559155169804289	9795BF8962792425EFA8D2F4F92685B4	1653510295086	1664471484378	CURRENTLY_RATED_HELPFUL	1664471484378	NEEDS_MORE_RATINGS	1664471484378	CURRENTLY_RATED_HELPFUL
1529555435996471297	9795BF8962792425EFA8D2F4F92685B4	1653509408365	-1		-1	NEEDS_MORE_RATINGS	-1	
1529553020937191427	EE8F50AFAEB3847BACA817C043853C29	1653508832569	-1		-1	NEEDS_MORE_RATINGS	-1	
1529563689908592641	398E7AC1E8E6D9E45ED959A012C30C68	1653511376251	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529554895548067840	BA603266C30323DD071E7D1287E56C39	1653509279511	-1		-1		-1	
1529553747785011202	EAB88B6990C70C480B1E789F7AD5732A	1653509005863	-1		-1		-1	
1529556452985159681	06C7B658C5B6735445616F768A6A8528	1653509650834	-1		-1	NEEDS_MORE_RATINGS	-1	
1529570947023486976	18F650149F79419AE5835C8CFCBF6034	1653513106483	1653580345662	CURRENTLY_RATED_NOT_HELPFUL	1653580345662	NEEDS_MORE_RATINGS	1653580345662	CURRENTLY_RATED_NOT_HELPFUL
1529569792650268672	C980A32F8A9ABD9759EA4B247B74D8A8	1653512831257	-1		-1	NEEDS_MORE_RATINGS	-1	
1529578011665780736	AEA639AE74B9AB7112780B8CD9F1ED11	1653514790823	1653555389095	CURRENTLY_RATED_NOT_HELPFUL	1653555389095	NEEDS_MORE_RATINGS	1653555389095	CURRENTLY_RATED_NOT_HELPFUL
1529568971669782528	48FBA282ADC75269F09287878CFCF9E8	1653512635521	1657833385376	CURRENTLY_RATED_NOT_HELPFUL	1657833385376	NEEDS_MORE_RATINGS	1657833385376	CURRENTLY_RATED_NOT_HELPFUL
1529574373761376258	48FBA282ADC75269F09287878CFCF9E8	1653513923480	1658228323813	CURRENTLY_RATED_NOT_HELPFUL	1658228323813	NEEDS_MORE_RATINGS	1658228323813	CURRENTLY_RATED_NOT_HELPFUL
1529573031986843648	323A238ED38E815CDF07234A7E558A69	1653513603576	1653609114863	CURRENTLY_RATED_HELPFUL	1653609114863	NEEDS_MORE_RATINGS	1653609114863	CURRENTLY_RATED_HELPFUL
1529571227353980928	48FBA282ADC75269F09287878CFCF9E8	1653513173319	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1529571713012449281	18F650149F79419AE5835C8CFCBF6034	1653513289109	-1		-1	NEEDS_MORE_RATINGS	-1	
1529589023337074688	E8E786047DC538450EC85012F7BB29F3	1653517416212	1653526306019	CURRENTLY_RATED_NOT_HELPFUL	1653526306019	CURRENTLY_RATED_NOT_HELPFUL	1653526306019	CURRENTLY_RATED_NOT_HELPFUL
1529593837416595456	9795BF8962792425EFA8D2F4F92685B4	1653518563978	1653599176159	CURRENTLY_RATED_HELPFUL	1653599176159	NEEDS_MORE_RATINGS	1653599176159	CURRENTLY_RATED_HELPFUL
1529601342968168448	306C001FB157171615E1F826F2B1DC71	1653520353441	-1		-1	NEEDS_MORE_RATINGS	-1	
1545622719647174656	270E47FA70480BA04C7C52B518D5B5C9	1657340147302	-1		-1	NEEDS_MORE_RATINGS	-1	
1545604492300779522	44A616DE8EDA8A9F3ECFB94622C2A16B	1657335801565	-1		-1	NEEDS_MORE_RATINGS	-1	
1545618658042552320	9795BF8962792425EFA8D2F4F92685B4	1657339178939	1662593561044	CURRENTLY_RATED_HELPFUL	1662593561044	NEEDS_MORE_RATINGS	1662593561044	CURRENTLY_RATED_HELPFUL
1545618430887399424	9795BF8962792425EFA8D2F4F92685B4	1657339124783	-1		-1	NEEDS_MORE_RATINGS	-1	
1545616694281998341	9795BF8962792425EFA8D2F4F92685B4	1657338710744	-1		-1	NEEDS_MORE_RATINGS	-1	
1545616526627278848	9795BF8962792425EFA8D2F4F92685B4	1657338670782	-1		-1		-1	
1545613885369188352	9E0E4F7CD147FBA4480A7CD9B8F8B66E	1657338041046	-1		-1		-1	
1545605017444524035	39B450F35C1308A20A6AFA89A80AB520	1657335926770	1657356961338	CURRENTLY_RATED_HELPFUL	1657356961338	CURRENTLY_RATED_HELPFUL	1657356961338	CURRENTLY_RATED_HELPFUL
1545565658636636160	8287473C23000581E5B9AA8BA49800DB	1657326542897	-1		-1	NEEDS_MORE_RATINGS	-1	
1545565289672163328	8287473C23000581E5B9AA8BA49800DB	1657326454943	-1		-1	NEEDS_MORE_RATINGS	-1	
1545563465854595073	8287473C23000581E5B9AA8BA49800DB	1657326020111	-1		-1	NEEDS_MORE_RATINGS	-1	
1545564311254360064	540FE45E29EF7C93951BFDBB7659E0CA	1657326221656	-1		-1	NEEDS_MORE_RATINGS	-1	
1545566847894011907	9E7781EBCE92264BA6E2FEB154F74A2A	1657326826439	1657888165599	CURRENTLY_RATED_HELPFUL	1657888165599	CURRENTLY_RATED_HELPFUL	1657888165599	CURRENTLY_RATED_HELPFUL
1545597839668981760	D9B4F62C7EFF3CF620C24DC8F48AFDB7	1657334215454	1658792126857	CURRENTLY_RATED_HELPFUL	1658792126857	CURRENTLY_RATED_HELPFUL	1658792126857	CURRENTLY_RATED_HELPFUL
1545602394456596480	A876A91684FE55300369C8D7AE23AF76	1657335301399	-1		-1		-1	
1545602997807329282	A876A91684FE55300369C8D7AE23AF76	1657335445250	-1		-1		-1	
1545592210661466112	E21B32C41350A2EED0F9CB68C36BDA9F	1657332873394	-1		-1	NEEDS_MORE_RATINGS	-1	
1545583874184548353	F4E7BF67C0041642F4CF2CB088C8D328	1657330885825	-1		-1		-1	
1545577636654637056	6ED49E90981795D1873E3BFBE665785D	1657329398693	-1		-1	NEEDS_MORE_RATINGS	-1	
1545588172138156032	E9D233B2B8ECA90B3667C2CAD1DB79BB	1657331910535	-1		-1	NEEDS_MORE_RATINGS	-1	
1545635128470380545	ABAD02F516268D8F9F626025F0DF5691	1657343105796	-1		-1	NEEDS_MORE_RATINGS	-1	
1545681453182230529	2E3387F3E549F44BDC250B3498DF0380	1657354150471	-1		-1	NEEDS_MORE_RATINGS	-1	
1545685027618529280	2E3387F3E549F44BDC250B3498DF0380	1657355002682	-1		-1	NEEDS_MORE_RATINGS	-1	
1545691679931486208	84656258148090979F23255CE507BE9C	1657356588716	-1		-1	NEEDS_MORE_RATINGS	-1	
1545687994765656064	84656258148090979F23255CE507BE9C	1657355710104	-1		-1		-1	
1545711169083695104	6496FCF1309A3F5A4697794FF5162225	1657361235291	1657375370724	CURRENTLY_RATED_NOT_HELPFUL	1657375370724	CURRENTLY_RATED_NOT_HELPFUL	1657375370724	CURRENTLY_RATED_NOT_HELPFUL
1545734220802207745	D472F1D4B63A335032C55D5A0EF8A20D	1657366731250	1657403770956	CURRENTLY_RATED_NOT_HELPFUL	1657403770956	CURRENTLY_RATED_NOT_HELPFUL	1657403770956	CURRENTLY_RATED_NOT_HELPFUL
1545763126179758081	18F650149F79419AE5835C8CFCBF6034	1657373622828	-1		-1	NEEDS_MORE_RATINGS	-1	
1545780315880398848	2DEAB2A60C9881FE09EF16F7D53663B9	1657377721170	-1		-1		-1	
1545770399543300102	B1EA39D5C9BEA328A0BB48FF1B9AD5BA	1657375356933	-1		-1		-1	
1545852343765319682	DB835EE09E208271F1AE42AA00D8490D	1657394893960	-1		-1	NEEDS_MORE_RATINGS	-1	
1545843376251076612	9E0E4F7CD147FBA4480A7CD9B8F8B66E	1657392755937	1657411284288	CURRENTLY_RATED_NOT_HELPFUL	1657411284288	NEEDS_MORE_RATINGS	1657411284288	CURRENTLY_RATED_NOT_HELPFUL
1545834854369091584	E118AA1F1EDBCAB854EFBCD1BD1EF871	1657390724161	1664471484378	CURRENTLY_RATED_HELPFUL	1664471484378	NEEDS_MORE_RATINGS	1664471484378	CURRENTLY_RATED_HELPFUL
1545824454650933249	A876A91684FE55300369C8D7AE23AF76	1657388244676	-1		-1		-1	
1545820755581075458	3F29F56DACD288DCD667897604E62EBD	1657387362748	-1		-1	NEEDS_MORE_RATINGS	-1	
1545813178029842432	3F29F56DACD288DCD667897604E62EBD	1657385556118	-1		-1	NEEDS_MORE_RATINGS	-1	
1545798257917534208	3F29F56DACD288DCD667897604E62EBD	1657381998886	1657833385376	CURRENTLY_RATED_HELPFUL	1657833385376	NEEDS_MORE_RATINGS	1657833385376	CURRENTLY_RATED_HELPFUL
1545796567176724481	F5934E661EB9ECAE866CB1CB7399B209	1657381595793	1657393000959	CURRENTLY_RATED_HELPFUL	1657393000959	CURRENTLY_RATED_HELPFUL	1657393000959	CURRENTLY_RATED_HELPFUL
1545793699488993285	8287473C23000581E5B9AA8BA49800DB	1657380912074	-1		-1	NEEDS_MORE_RATINGS	-1	
1545871808041291776	72BFA10899DCD31F16CB83CB873B1B72	1657399534604	1657418490308	CURRENTLY_RATED_NOT_HELPFUL	1657418490308	CURRENTLY_RATED_NOT_HELPFUL	1657418490308	CURRENTLY_RATED_NOT_HELPFUL
1545868245386887168	FA998422E02010317641B0D7D54F5BDC	1657398685201	-1		-1	NEEDS_MORE_RATINGS	-1	
1545873692327940097	7F072DF973B221A72D528720A68170AA	1657399983861	-1		-1		-1	
1545881158369497088	CD08C16BC8791D33E6EC9C8B27C91241	1657401763896	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1545891314528550912	C212F81B1C6724A871EBC51D222DA106	1657404185313	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1545913400894668800	44A616DE8EDA8A9F3ECFB94622C2A16B	1657409451111	-1		-1	NEEDS_MORE_RATINGS	-1	
1543395397946593283	589100D0FF46B1E4801D84B0876F774D	1656809112433	1656867367626	CURRENTLY_RATED_NOT_HELPFUL	1656867367626	NEEDS_MORE_RATINGS	1656867367626	CURRENTLY_RATED_NOT_HELPFUL
1543421062838243329	A876A91684FE55300369C8D7AE23AF76	1656815231414	1656874570044	CURRENTLY_RATED_HELPFUL	1656874570044	CURRENTLY_RATED_HELPFUL	1656874570044	CURRENTLY_RATED_HELPFUL
1543398796398403584	501B41C2FE64DAA56A5F9E9FF86C07BF	1656809922682	-1		-1	NEEDS_MORE_RATINGS	-1	
1543460189948391424	6CBD87D73765B9F32DB911840A7DA3C7	1656824560045	-1		-1		-1	
1543470811029405696	9795BF8962792425EFA8D2F4F92685B4	1656827092308	-1		-1	NEEDS_MORE_RATINGS	-1	
1543470519680376832	9795BF8962792425EFA8D2F4F92685B4	1656827022847	-1		-1		-1	
1543468436314939393	9795BF8962792425EFA8D2F4F92685B4	1656826526132	-1		-1	NEEDS_MORE_RATINGS	-1	
1543471958775439360	9795BF8962792425EFA8D2F4F92685B4	1656827365953	-1		-1	NEEDS_MORE_RATINGS	-1	
1543472271276269568	9795BF8962792425EFA8D2F4F92685B4	1656827440460	-1		-1	NEEDS_MORE_RATINGS	-1	
1543473721486192640	9795BF8962792425EFA8D2F4F92685B4	1656827786215	-1		-1		-1	
1543471077581537280	9795BF8962792425EFA8D2F4F92685B4	1656827155861	-1		-1	NEEDS_MORE_RATINGS	-1	
1543463891400794113	9795BF8962792425EFA8D2F4F92685B4	1656825442540	-1		-1	NEEDS_MORE_RATINGS	-1	
1543464107256385537	9795BF8962792425EFA8D2F4F92685B4	1656825494005	-1		-1		-1	
1543467548955623424	9795BF8962792425EFA8D2F4F92685B4	1656826314570	-1		-1		-1	
1543464763874836480	9795BF8962792425EFA8D2F4F92685B4	1656825650555	-1		-1	NEEDS_MORE_RATINGS	-1	
1543465906256240640	9795BF8962792425EFA8D2F4F92685B4	1656825922919	-1		-1		-1	
1543463081321406469	9795BF8962792425EFA8D2F4F92685B4	1656825249403	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1543474299675213824	9795BF8962792425EFA8D2F4F92685B4	1656827924067	-1		-1		-1	
1543475257201160192	9795BF8962792425EFA8D2F4F92685B4	1656828152358	-1		-1		-1	
1543479781643063296	9795BF8962792425EFA8D2F4F92685B4	1656829231069	-1		-1	NEEDS_MORE_RATINGS	-1	
1543480480560869376	9795BF8962792425EFA8D2F4F92685B4	1656829397747	-1		-1		-1	
1543480655740391425	9795BF8962792425EFA8D2F4F92685B4	1656829439472	-1		-1	NEEDS_MORE_RATINGS	-1	
1543480062187544577	9795BF8962792425EFA8D2F4F92685B4	1656829297957	-1		-1	NEEDS_MORE_RATINGS	-1	
1543545390464569344	0471C6C49FCA904FEF679AB8E03D4F06	1656844873431	-1		-1	NEEDS_MORE_RATINGS	-1	
1543550968792506370	8115D0FE6BB91A89FCDB44C12DBF1818	1656846203407	-1		-1		-1	
1543576666550714368	90802161AA2BC3F46326A0E82DAEDA42	1656852330230	-1		-1		-1	
1543589162544136192	DFB107591A4F2D4C290D018286517954	1656855309508	-1		-1		-1	
1543608685716508673	F78CC7E47A52181E75C6CB21BE78631D	1656859964196	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1543680958951395328	E628F840D87CF30711A0A940D218E2E5	1656877195477	1664298863750	CURRENTLY_RATED_HELPFUL	1664298863750	NEEDS_MORE_RATINGS	1664298863750	CURRENTLY_RATED_HELPFUL
1543618296003584001	27DEF1EA9E0BC8F40A6AC19A2FC99842	1656862255465	-1		-1		-1	
1543644955217993730	74E7CE5966A0954015B6423D982152CF	1656868611517	1657605398857	CURRENTLY_RATED_NOT_HELPFUL	1657605398857	NEEDS_MORE_RATINGS	1657605398857	CURRENTLY_RATED_NOT_HELPFUL
1543625992408690688	E6D76B0AF0D8EE01D4089959CE60AFE0	1656864090431	-1		-1	NEEDS_MORE_RATINGS	-1	
